"Episode ID","Show Name","Full Date","Title","Description","Partisan Leaning","Category on Apple","Entered Dataset","Audio URL"
"16644","Mark Levin Podcast","2019-06-05","mark levin audio rewind - 6/4/19","on tuesday's mark levin show, 77 years ago today the battle of midway ended the threat of japan on the pacific coast. this decisive victory was key on winning, yet so many of us don't know about it. we must know our history because if we lose our history we will lose our country. while that is our history, others around the world still suffer. today also marks the 30th anniversary of the courageous stand taken by the man who faced down the communist chinese army tanks in tiananmen square. despite his stand against despotism, chinese muslims and tibetan buddhists are still being detained and tortured by the chinese government. then, chris cuomo says that president trump is taking america toward despotism because we've never had a president that called for a boycott on a company that he doesn't like. what cuomo said is a historical lie; we've had presidents like woodrow wilson, franklin roosevelt, lyndon johnson, richard nixon, and barack obama whom all abused their power and have called for much worse than a boycott, as noted in ""unfreedom of the press."" later, manhattan prosecutor cy vance has requested the transfer of paul manafort to new york's rikers island in an effort to destroy him under the guise of pursuing ny state crimes just in case trump pardons him. afterward, seven republicans voted for amnesty for daca recipients and a robert mueller investigation witness, george nader, was arrested on charges related to child pornography. learn more about your ad choices. visit podcastchoices.com/adchoices","More Conservative","News","Apple Top 100","https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/chtbl.com/track/8G441/traffic.megaphone.fm/WWO5384349846.mp3"
"16645","Mark Levin Podcast","2019-06-04","mark levin audio rewind - 6/3/19","on monday's mark levin show, in usual fashion the press can't help themselves but wrongly accuse president trump of calling duchess of sussex meghan markle nasty, which he did not. he simply said that he didn't know she'd been nasty in her comments toward him during the campaign. yet the media never pauses before comparing trump to stalin, calling him a white supremacist, and more. this pseudo-event has been covered as major news by the likes of hack reporters such as jonathan lemire, the associated press' white house correspondent. lemire positioned trump's comments as an attack on markle because she is part african american and an attack on muslims because the mayor of london is a muslim. this is why it's important to recognize these manufactured media falsehoods as pseudo-events as explained in chapter five of ""unfreedom of the press."" then, a federal judge ruled in favor of trump using funds to build the border wall saying that congressional democrats had no standing and that the administration was correct, citing the constitution and political doctrine exception that the courts shall not interfere in political battles. in the same way, the supreme court will never weigh in on impeachment because it’s a political process. the media’s headline should be - 384 members of the house of representatives oppose trump's impeachment. learn more about your ad choices. visit podcastchoices.com/adchoices","More Conservative","News","Apple Top 100","https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/chtbl.com/track/8G441/traffic.megaphone.fm/WWO5751486850.mp3"
"16646","Mark Levin Podcast","2019-06-01","mark levin audio rewind - 5/31/19","on friday’s mark levin show, nbc news and mediaite falsely claim that mark levin played a role in president trump’s mexico tariff plan and has caused the stock market to respond negatively. interestingly, the poorly-sourced articles fail to note that mark has always challenged trump on tariffs with the exception of china which should be heavily tariffed for their theft of u.s intellectual property and animus toward our nation, nor did they even bother to reach put to mark for a comment on the story. later, the president has done everything conceivable to secure the southern border, but the democrats want to politicize this issue and the republicans when they controlled the house did nothing to secure the border. so trump must play the hand he has and uses the executive branch, which he is in charge of, to remedy this situation by leveraging tariffs to push mexico to secure their own borders which in effect will help secure ours. then, the new york times has banned their reporters from appearing on don lemon's show on cnn and rachel maddow's show on msnbc because they are too partisan. this is simply the ny times trying to look more objective despite their social activism. also, attorney general bill barr reiterates that the department of justice applied the traditional standards of law, unlike the overreach presented by robert mueller. barr also stated that many of the facts related to the spying in question don't quite add up as he continues his investigation into the genesis of the mueller probe. finally, in breaking news, 12 people have died and six are hospitalized after a shooting in virginia beach, va. learn more about your ad choices. visit podcastchoices.com/adchoices","More Conservative","News","Apple Top 100","https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/chtbl.com/track/8G441/traffic.megaphone.fm/WWO6151381375.mp3"
"17955","Newt's World","2019-06-30","episode 22: spies like us - charlie allen","all about the men and women who serve our nation in the intelligence service. on this episode, charlie allen, a career cia veteran who hunted osama bin laden is featured.  learn more about your ad-choices at https://www.iheartpodcastnetwork.comsee omny.fm/listener for privacy information.","More Conservative","News","Apple Recommendation","https://chtbl.com/track/5899E/podtrac.com/pts/redirect.mp3/traffic.omny.fm/d/clips/e73c998e-6e60-432f-8610-ae210140c5b1/0b197502-72fe-4046-b7b3-ae27016ec147/4f81b331-0dbd-44ac-b39a-ae280024a6c4/audio.mp3?utm_source=Podcast&in_playlist=8b19f8a8-4942-4dd1-b38d-ae27016ec151"
"17956","Newt's World","2019-06-23","episode 21: communist china vs. hong kong","one of the most important struggles on the planet is taking place right now between the people of hong kong and communist china. newt discusses the implications of this major turning point in china and across the world.  learn more about your ad-choices at https://www.iheartpodcastnetwork.comsee omny.fm/listener for privacy information.","More Conservative","News","Apple Recommendation","https://chtbl.com/track/5899E/podtrac.com/pts/redirect.mp3/traffic.omny.fm/d/clips/e73c998e-6e60-432f-8610-ae210140c5b1/0b197502-72fe-4046-b7b3-ae27016ec147/0a142780-49a5-472f-9eb6-ae280024c005/audio.mp3?utm_source=Podcast&in_playlist=8b19f8a8-4942-4dd1-b38d-ae27016ec151"
"17957","Newt's World","2019-06-16","episode 20: founding fathers","for father's day, we're celebrating the founding fathers and the birth of our nation. newt's guest is american historian and pulitzer prize winning author, joseph j. ellis.  learn more about your ad-choices at https://www.iheartpodcastnetwork.comsee omny.fm/listener for privacy information.","More Conservative","News","Apple Recommendation","https://chtbl.com/track/5899E/podtrac.com/pts/redirect.mp3/traffic.omny.fm/d/clips/e73c998e-6e60-432f-8610-ae210140c5b1/0b197502-72fe-4046-b7b3-ae27016ec147/c21556ad-d630-42e0-bfad-ae280024da43/audio.mp3?utm_source=Podcast&in_playlist=8b19f8a8-4942-4dd1-b38d-ae27016ec151"
"17958","Newt's World","2019-06-09","episode 19: pope john paul ii, president reagan, and the fall of communism","in june 1979, pope john paul ii visited poland for 9 days. his influential visit to his homeland began the solidarity movement. together with president ronald reagan and prime minister margaret thatcher, the three would work to end communism. this is the 40th anniversary.  learn more about your ad-choices at https://www.iheartpodcastnetwork.comsee omny.fm/listener for privacy information.","More Conservative","News","Apple Recommendation","https://chtbl.com/track/5899E/podtrac.com/pts/redirect.mp3/traffic.omny.fm/d/clips/e73c998e-6e60-432f-8610-ae210140c5b1/0b197502-72fe-4046-b7b3-ae27016ec147/208b3b67-8d3c-4727-a447-ae2800250c38/audio.mp3?utm_source=Podcast&in_playlist=8b19f8a8-4942-4dd1-b38d-ae27016ec151"
"17959","Newt's World","2019-06-02","episode 18: d-day and the fdr prayer","june 6, 2019 is the 75th anniversary of the world war ii, d-day invasion. newt revisits d-day through historical audio and president roosevelt’s prayer to the nation.  learn more about your ad-choices at https://www.iheartpodcastnetwork.comsee omny.fm/listener for privacy information.","More Conservative","News","Apple Recommendation","https://chtbl.com/track/5899E/podtrac.com/pts/redirect.mp3/traffic.omny.fm/d/clips/e73c998e-6e60-432f-8610-ae210140c5b1/0b197502-72fe-4046-b7b3-ae27016ec147/c71bd248-2f3b-4336-90fa-ae2800253c0d/audio.mp3?utm_source=Podcast&in_playlist=8b19f8a8-4942-4dd1-b38d-ae27016ec151"
"18694","Order of Man: Protect | Provide | Preside","2019-06-28","live vigilant | friday field notes","today, i share with you three strategies to help you live a more vigilant life as a man. hit me up on instagram at @ryanmichler and share with me what’s been working for you. join our exclusive brotherhood, the iron council. connect with us on instagram and twitter please leave us a rating and review support order of man by picking up some new merchandise in our store","More Conservative","Business","Apple Recommendation","https://traffic.libsyn.com/secure/orderofman/FFN166.mp3?dest-id=261453"
"18695","Order of Man: Protect | Provide | Preside","2019-06-26","staying on the path, losing everything and starting over, and managing a temper | ask me anything","today, i’m running solo. my co-host kipp sorensen is on vacation. i’ll discuss how to make peace with your past, when to offer advice, identifying the ultimate objective, and so much more… join our exclusive brotherhood, the iron council. connect with us on instagram and twitter please leave us a rating and review support order of man by picking up some new merchandise in our store","More Conservative","Business","Apple Recommendation","https://traffic.libsyn.com/secure/orderofman/AMA046.mp3?dest-id=261453"
"18696","Order of Man: Protect | Provide | Preside","2019-06-25","finding a way to forgive | andrew o'brien","someone in your life has likely wronged you in some way. whether or not you’ve learned to forgive that individual is another question. i think we all know that learning to forgive others is a liberating practice, but that’s easier said than done. today, i am joined by andrew o’brien to talk about his quest for forgiveness. i don’t want to ruin the conversation for you, but his mother made national news when she killed andrew’s stepfather, asked him to cover it up, and attempted to pin it on his brother. we cover why forgiveness is crucial for men, how to take the first steps, elements to include on the “forgiveness journey,” and finally finding a way to forgive. show highlights  walking to freedom emotional trauma anger and resentment childhood memories a newfound appreciation estranged brothers holding on to animosity the ultimate objective always pleasing others finding happiness in the wrong places public criticism emotional abuse bigger ambitions growing up as a victim re-engineering forgiveness  andrew o’brien today i am joined by my friend, andrew o’brien. andrew and i have been friends for a couple of years, but he recently told me about a journey to forgive that he has decided to take (in fact, he begins his official journey tomorrow as of the release of this podcast). also, as he shared part of his story with me, i couldn’t help but think how powerful this would be for the men of the order. i know forgiveness is an issue that many men in the facebook group and the iron council bring up. you don’t need to take notes or anything on this conversation, but please listen to andrew’s incredible story about his mother and his path to forgiving her. i hope his discussion helps you in some way. maine event gents, i’m finally able to give you all  the details you need to get up here for a meetup/event/experience on our new property in maine. i’ve been thinking about this for the last six months (since i knew we were moving here) and i’m stoked to get you here.  it’s going to be held august 10 – 11, 2019 (and an exclusive iron council dinner on the 9th) and over the course of two days, i’m going to give you access to the framework and network you need to thrive in your life. we’ll have activities designed to push and test you, presentations in each of the four quadrants we cover here in order of man, and opportunities to band with other like-minded men who want to achieve big things in their lives as well. we only have 30 spots remaining so, head to  www.orderofman.com/maineevent to secure your spot. join our exclusive brotherhood, the iron council. connect with us on instagram and twitter please leave us a rating and review support order of man by picking up some new merchandise in our store show notes www.orderofman.com/223","More Conservative","Business","Apple Recommendation","https://traffic.libsyn.com/secure/orderofman/OOM223.mp3?dest-id=261453"
"18697","Order of Man: Protect | Provide | Preside","2019-06-21","a conversation with my son | friday field notes","today, i get into a great conversation with my eleven-year-old son, brecken. we reminisce about our trip to maine, the value of a location independent business, the impact of bad decisions, and so much more. hit me up on instagram at @ryanmichler and let me know what you thought about the conversation. join our exclusive brotherhood, the iron council. connect with us on instagram and twitter please leave us a rating and review support order of man by picking up some new merchandise in our store","More Conservative","Business","Apple Recommendation","https://traffic.libsyn.com/secure/orderofman/FFN165.mp3?dest-id=261453"
"18698","Order of Man: Protect | Provide | Preside","2019-06-19","finding purpose, resigning with class, and developing self-worth | ask me anything","today, kipp sorensen and i discuss how to avoid burning bridges, making yourself indispensable, redefining wins, and so much more… join our exclusive brotherhood, the iron council. connect with us on instagram and twitter please leave us a rating and review support order of man by picking up some new merchandise in our store","More Conservative","Business","Apple Recommendation","https://traffic.libsyn.com/secure/orderofman/AMA045.mp3?dest-id=261453"
"18699","Order of Man: Protect | Provide | Preside","2019-06-18","live by a code | brady “totanka” cervantes","whether he knows it or not, every man lives by a code. but without intentionality about what that code is, it’s easy to get lost in a world filled with chaos, clutter, and distraction. unfortunately, it’s not always easy to identify the code you want to live by and consistently measure up to it. that’s why i wanted to have a conversation with my guest today, brady “totanka” cervantes. he is a former marine corps sniper and, more recently a professional bull rider. today, we talk about his experience as a sniper, how it translates to civilian life, the struggles of transitioning in life, how to clear your head in chaos, and how to establish and live by a code. show highlights  learning perspective as a young boy finding middle ground seeking guidance from the right source the importance of parental guidance living out of a truck life in the marine corp. the impact of tbi understanding the consequences pushing past fear the mental game becoming legendary a level of discipline one thing at a time overcoming ego dealing with your own battle  brady “totanka” cervantes my guest today is brady “totanka” cervantes. he spent nearly 10 years in the marine corps and, as a scout sniper, had several deployments throughout the world, including two deployments to iraq and two deployments to afghanistan. after his military service, he began training as a lead instructor for several tactical training companies, starred in a survival tv show called kicking & screaming, and, more recently, riding bulls professionally with the pbr. i met brady several months ago at sorinex’s summerstrong event and as i got to know him over a couple of days, i was extremely impressed with his clarity, confidence, and level of humility. all of which we talk about in our conversation. iron council if you’ve been listening to this podcast for any amount of time, you know a little bit about our exclusive brotherhood, the iron council. this is a fraternity of men who are all working together to improve their lives, gain new perspectives, get accountability, and the motivation and tools they need to excel. this month inside the iron council we’re talking about forging and iron-clad mindset, and one of the things we do is bring in guest experts to cover the monthly topic, do some live q & a with, and learn. on the 28th of this month, june 2019, commander mark divine will be joining our live call to discuss the tools, strategies, and skill-sets of an iron-clad mindset. so, if you want to learn from the best and band with other men who will hold you to the highest possible standard, join us inside the iron council at www.orderofman.com/ironcouncil. connect with us on instagram and twitter please leave us a rating and review support order of man by picking up some new merchandise in our store show notes https://www.orderofman.com/222","More Conservative","Business","Apple Recommendation","https://traffic.libsyn.com/secure/orderofman/OOM222.mp3?dest-id=261453"
"18700","Order of Man: Protect | Provide | Preside","2019-06-14","never feel guilty for taking care of yourself | friday field notes","today, i share with you four strategies to implement in your life to overcome the stigma associated with taking care of yourself. hit me up on instagram at @ryanmichler and let me know how well they’re working. join our exclusive brotherhood, the iron council. connect with us on instagram and twitter please leave us a rating and review support order of man by picking up some new merchandise in our store","More Conservative","Business","Apple Recommendation","https://traffic.libsyn.com/secure/orderofman/FFN164.mp3?dest-id=261453"
"18701","Order of Man: Protect | Provide | Preside","2019-06-12","the cost of growth, setting standards and expectations, and overcoming negative self-talk","today, kipp sorensen and i talk about the value in reciprocity, personal mantras, the integrity gap, and so much more… join our exclusive brotherhood, the iron council. connect with us on instagram and twitter please leave us a rating and review support order of man by picking up some new merchandise in our store","More Conservative","Business","Apple Recommendation","https://traffic.libsyn.com/secure/orderofman/AMA044.mp3?dest-id=261453"
"18702","Order of Man: Protect | Provide | Preside","2019-06-11","the power of thinking big | pete roberts & brian littlefield","today’s discussion is with pete roberts & brian littlefield from origin main. these are two men that i highly admire and respect. we talk about thinking big, how too many men seem to be playing it safe, and so much more. hit me up on instagram at @ryanmichler and let me know what you thought about the conversation. show highlights  moving stone walls life’s defining moments decades of opportunity taking risks living without stuff making a sacrifice washing off the comfort when is it “big enough” building emotional equity earned confidence  iron council it’s been said that the only thing constant is change. and, if you’re anything like me, change is not easy for you. even if we know it will be good for us, it seems to me that most men resist change. but if it’s inevitable and, in a lot of ways, constructive, we need to understand how to deal with it and actually embrace change. that’s why inside of our exclusive brotherhood, the iron council, we’re talking all about change and how to harness it for a force of good in our lives and in those we have a responsibility for. we’re going to to be breaking it down weekly with understanding the nature of our relationship with change, how to take action when we are faced with an evolving set of circumstances, and how to effectively lead the people we care about through change. if you’re ready to learn how to embrace change in your life, have some powerful discussion about it, and be challenged to take deliberate and intentional action toward growing and evolving, i invite you to band with us inside the iron council. connect with us on instagram and twitter please leave us a rating and review support order of man by picking up some new merchandise in our store show notes www.orderofman.com/221     www.orderofman.com/221","More Conservative","Business","Apple Recommendation","https://traffic.libsyn.com/secure/orderofman/OOM221.mp3?dest-id=261453"
"18703","Order of Man: Protect | Provide | Preside","2019-06-07","strategies for success in a new environment | friday field notes","your ability to navigate change will determine your success in any facet of life.  here are seven strategies for making yourself successful in a new environment. join our exclusive brotherhood, the iron council. connect with us on instagram and twitter please leave us a rating and review support order of man by picking up some new merchandise in our store","More Conservative","Business","Apple Recommendation","https://traffic.libsyn.com/secure/orderofman/FFN163.mp3?dest-id=261453"
"18704","Order of Man: Protect | Provide | Preside","2019-06-05","going beyond yourself, developing optimal strength, and restoring accountability | ask me anything","today, i'm answering questions without ryan as he is in transit to maine. i’ll cover the impact of leadership, a code of conduct, bonding through activities, overcoming resentment, and so much more… join our exclusive brotherhood, the iron council. connect with us on instagram and twitter please leave us a rating and review support order of man by picking up some new merchandise in our store","More Conservative","Business","Apple Recommendation","https://traffic.libsyn.com/secure/orderofman/AMA043.mp3?dest-id=261453"
"18705","Order of Man: Protect | Provide | Preside","2019-06-04","me, the mrs., and maine | tricia michler","this week, i’m back with my favorite guest, my wife, tricia. we’re fielding questions about our move to maine, settling in, raising kids, leading a family, working through disagreements, and a whole lot more. you may want to have your wife listen in on this one too as we’re talking about things that will apply to both of you. hit me up on instagram at @ryanmichler and let me know what you thought about the conversation. show highlights  arriving in maine family meetings getting your wife onboard adjusting to change there’s no magic formula yes, it snows travel conditions leadership in the home pet peeves road bumps along the way saying goodbye managing stress effective communication life as a single mom a willingness to forgive the journey vs. destination preparing to settle in   iron council one of the biggest challenges men face on their journey to improve themselves is having to go at it alone. it can be done but there is something powerful to be found in banding together with other men. and, that’s where a brotherhood of like-minded men comes into play. we call it the iron council and through helping thousands of men like you tap into this powerful network, we’ve seen men salvage devastated marriages, reconnect with their children in powerful ways, lose weight, gain confidence, develop clarity, and generally make themselves into stronger, tougher, better, more capable men. we do this through our framework of communication and a proven system that is designed to push and test men in ways they may never have. if this sounds of interest to you and you want to learn more, join us at www.orderofman.com/ironcouncil. connect with us on instagram and twitter please leave us a rating and review support order of man by picking up some new merchandise in our store show notes https://www.orderofman.com/220","More Conservative","Business","Apple Recommendation","https://traffic.libsyn.com/secure/orderofman/OOM220.mp3?dest-id=261453"
"21763","PragerU: Five-Minute Videos","2019-06-24","the best book to read to your kids","what is the best book to read to your children? which book most effectively conveys the values of love, compassion, hard work, justice, and virtue, and has the added benefit of endurance throughout history? johnnie moore, founder and ceo of the kairos company, explains the reasons why this longtime bestseller is the one every parent and child should read together.","More Conservative","Education","Apple Recommendation","https://anchor.fm/s/dc05f03c/podcast/play/66141151/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2023-2-7%2F316678668-44100-2-178b7bad5fefe673.mp3"
"21764","PragerU: Five-Minute Videos","2019-06-17","national debt: who cares?","the u.s. national debt is massive – so massive that most americans cannot comprehend it, much less solve it. but a crisis is looming, and a day of reckoning that will affect every american is coming. the manhattan institute’s brian riedl explains how we got here and what you can do about it.","More Conservative","Education","Apple Recommendation","https://anchor.fm/s/dc05f03c/podcast/play/66141228/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2023-2-7%2F316678769-44100-2-67749759f93193c8.mp3"
"21765","PragerU: Five-Minute Videos","2019-06-10","who does the media most want to silence?","in the mainstream media, women on the left are almost always portrayed as paragons of compassion and virtue. but when it comes to conservative women, it’s a different story. why is this?  heather higgins, chairman of the independent women’s forum, explains the reasons behind the double standard.","More Conservative","Education","Apple Recommendation","https://anchor.fm/s/dc05f03c/podcast/play/66141350/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2023-2-7%2F316678978-44100-2-8f6974ebbc7953c4.mp3"
"21766","PragerU: Five-Minute Videos","2019-06-03","big tech is big brother","george orwell's fictionalized world where big brother reigns supreme is no longer a figment of the imagination, but a prophetic vision of present-day threats. brent bozell, founder of the media research center, explains how and why big tech is making orwell’s 1984 a 21st century reality.","More Conservative","Education","Apple Recommendation","https://anchor.fm/s/dc05f03c/podcast/play/66141277/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2023-2-7%2F316678906-44100-2-dde19106722cd747.mp3"
"22322","Pseudo-Intellectual with Lauren Chen","2019-06-30","ep 48 | is marriage pointless for us?","in this show, we discuss the current pushback against marriage, and answer your questions about why we’ve chosen to get married, despite the negative press! learn more about your ad choices. visit megaphone.fm/adchoices","More Conservative","News","Apple Recommendation","https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/arttrk.com/p/BLZM1/chtbl.com/track/384GD8/verifi.podscribe.com/rss/p/traffic.megaphone.fm/BMDC7455693620.mp3"
"22323","Pseudo-Intellectual with Lauren Chen","2019-06-27","ep 47 | google exposed: censoring conservatives to hurt trump","on wednesday's live episode, lauren gives her take on the recent project veritas secret recordings of a google executive. later in the show, she dives in to more teen vogue stories, the latest news in the border crisis, and kim kardashian's cultural appropriation. learn more about your ad choices. visit megaphone.fm/adchoices","More Conservative","News","Apple Recommendation","https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/arttrk.com/p/BLZM1/chtbl.com/track/384GD8/verifi.podscribe.com/rss/p/traffic.megaphone.fm/BMDC7326979821.mp3"
"22324","Pseudo-Intellectual with Lauren Chen","2019-06-24","ep 46 | snivelling male feminists blame all men for r*pe culture","male feminist site the good men recently published an article asserting that all men are responsible for r*pe culture. in this video response, we ask why so many male feminists seem to be so creepy — and whether these individuals are simply committed to progressive third-wave feminism or are if there more opportunistic motives for embracing intersectionality.  much like the ""beta"" cuttlefish, the ""male feminist"" seeks to out-compete his more masculine counterparts through unconventional means … but the goal is always the same: female attention.  protect your home with simplisafe: https://simplisafe.com/lauren learn more about your ad choices. visit megaphone.fm/adchoices","More Conservative","News","Apple Recommendation","https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/arttrk.com/p/BLZM1/chtbl.com/track/384GD8/verifi.podscribe.com/rss/p/traffic.megaphone.fm/BMDC5463777986.mp3"
"22325","Pseudo-Intellectual with Lauren Chen","2019-06-22","ep 45 | immigration crisis: ""take more migrants"" says u.n.","under president trump, america has finally begun to tighten its borders and reduce the amount of immigrant resettling that it does. this move has not gone over well with the united nations, which has demanded that countries like canada take even more refugees. learn more about your ad choices. visit megaphone.fm/adchoices","More Conservative","News","Apple Recommendation","https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/arttrk.com/p/BLZM1/chtbl.com/track/384GD8/verifi.podscribe.com/rss/p/traffic.megaphone.fm/BMDC1224877738.mp3"
"22326","Pseudo-Intellectual with Lauren Chen","2019-06-20","ep 44 | kinks at pride parades kid friendly? plus, bella thorne's nudes leaked?","the huffington post says kids can handle the ""kinks"" at pride parades. but are these events, which feature nudity and explicit sexual overtones, appropriate for minors? plus, bella thorne's nude photos are leaked, and ""the view"" co-host whoopi goldberg seemingly blames thorne for the incident. is this victim-blaming for revenge p*rn? learn more about your ad choices. visit megaphone.fm/adchoices","More Conservative","News","Apple Recommendation","https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/arttrk.com/p/BLZM1/chtbl.com/track/384GD8/verifi.podscribe.com/rss/p/traffic.megaphone.fm/BMDC7001929566.mp3"
"22327","Pseudo-Intellectual with Lauren Chen","2019-06-17","ep 43 | sexist ads banned from uk: no gender stereotypes","the u.k.'s ""advertising standards authority"" has recently banned the use of gender stereotypes in ads. what exactly does this ban mean? and what does it say about the state of free speech in the united kingdom? learn more about your ad choices. visit megaphone.fm/adchoices","More Conservative","News","Apple Recommendation","https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/arttrk.com/p/BLZM1/chtbl.com/track/384GD8/verifi.podscribe.com/rss/p/traffic.megaphone.fm/BMDC5924926454.mp3"
"22328","Pseudo-Intellectual with Lauren Chen","2019-06-15","ep 42 | student kicked out for saying there are only 2 genders","a student in the u.k. was recently removed from class for stating that there are only two genders — an idea that the teacher found problematic and not inclusive. this is yet another wake-up call that we need to continue raising our voices on these issues. learn more about your ad choices. visit megaphone.fm/adchoices","More Conservative","News","Apple Recommendation","https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/arttrk.com/p/BLZM1/chtbl.com/track/384GD8/verifi.podscribe.com/rss/p/traffic.megaphone.fm/BMDC5350788972.mp3"
"22329","Pseudo-Intellectual with Lauren Chen","2019-06-13","ep 41 | caleb cain, cnn & nyt smear ""right-wing"" youtube","the new york times and cnn are fawning about the alleged ""de-radicalization"" of former self-described trad-con caleb cain. is youtube to blame for his previously held views? learn more about your ad choices. visit megaphone.fm/adchoices","More Conservative","News","Apple Recommendation","https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/arttrk.com/p/BLZM1/chtbl.com/track/384GD8/verifi.podscribe.com/rss/p/traffic.megaphone.fm/BMDC5316913784.mp3"
"22330","Pseudo-Intellectual with Lauren Chen","2019-06-10","ep 40 | r/gatekeeping: fandoms & feminism","the phenomenon of gatekeeping is not new and in fact has some very practical uses, but it's well established that some fandoms and ideologies take it to the next level. lauren explains why gatekeeping in this form can be so ""problematic"" — and cringey. learn more about your ad choices. visit megaphone.fm/adchoices","More Conservative","News","Apple Recommendation","https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/arttrk.com/p/BLZM1/chtbl.com/track/384GD8/verifi.podscribe.com/rss/p/traffic.megaphone.fm/BMDC7019668052.mp3"
"22331","Pseudo-Intellectual with Lauren Chen","2019-06-09","ep 39 | culture shock: teen vogue's adult content!?","today, lauren takes a look into the magazine ""teen vogue,"" a leftist rag aimed at teenage girls but delivering a very adult message. listener discretion is advised. learn more about your ad choices. visit megaphone.fm/adchoices","More Conservative","News","Apple Recommendation","https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/arttrk.com/p/BLZM1/chtbl.com/track/384GD8/verifi.podscribe.com/rss/p/traffic.megaphone.fm/BMDC1738663081.mp3"
"22332","Pseudo-Intellectual with Lauren Chen","2019-06-06","ep 38 | carlos maza succeeds: youtube punishes steven crowder & more","carlos maza of vox has been on a crusade to censor and ban steven crowder's youtube channel. after first announcing it wouldn't ban crowder's channel, youtube just stated it would be demonetized. and later, although hbo's new show ""chernobyl"" has received critical acclaim, it also sparked a discussion, not about nuclear energy, but on the similarities between the soviet regime and ... donald trump? learn more about your ad choices. visit megaphone.fm/adchoices","More Conservative","News","Apple Recommendation","https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/arttrk.com/p/BLZM1/chtbl.com/track/384GD8/verifi.podscribe.com/rss/p/traffic.megaphone.fm/BMDC1781350758.mp3"
"22333","Pseudo-Intellectual with Lauren Chen","2019-06-03","ep 37 | the future is populism: trump, brexit & immigration","""populism"" is a term that has been the subject of much controversy in the past few years. but what exactly is it, and why is it just so appealing to western voters? learn more about your ad choices. visit megaphone.fm/adchoices","More Conservative","News","Apple Recommendation","https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/arttrk.com/p/BLZM1/chtbl.com/track/384GD8/verifi.podscribe.com/rss/p/traffic.megaphone.fm/BMDC7739457331.mp3"
"22334","Pseudo-Intellectual with Lauren Chen","2019-06-01","ep 36 | buzzfeed: women are in danger!","buzzfeed recently covered a trend on social media in which some women shared their fears and anxieties about being potential victims of violence. are women in western societies safe in cities, at work, or even in their own homes? learn more about your ad choices. visit megaphone.fm/adchoices","More Conservative","News","Apple Recommendation","https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/arttrk.com/p/BLZM1/chtbl.com/track/384GD8/verifi.podscribe.com/rss/p/traffic.megaphone.fm/BMDC9073832124.mp3"
"27095","The Andrew Klavan Show","2019-06-20","ep. 723 - the racist democrats are back","ta-nehisi coates should stop worrying about the freedom of ""black bodies"" and start worrying about the freedom of black - and white - minds. date: 06-20-2019 learn more about your ad choices. visit podcastchoices.com/adchoices","More Conservative","News","Apple Recommendation","https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/claritaspod.com/measure/arttrk.com/p/24FDE/verifi.podscribe.com/rss/p/pfx.vpixl.com/3Q5mz/mgln.ai/e/121/traffic.megaphone.fm/WWO5023312927.mp3"
"27096","The Andrew Klavan Show","2019-06-19","ep. 722 - it ain't trump who's the hitler here","aoc says trump is hitler. she ought to read some history. plus the mailbag - whoo-hoo! date: 6-19-2019 learn more about your ad choices. visit podcastchoices.com/adchoices","More Conservative","News","Apple Recommendation","https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/claritaspod.com/measure/arttrk.com/p/24FDE/verifi.podscribe.com/rss/p/pfx.vpixl.com/3Q5mz/mgln.ai/e/121/traffic.megaphone.fm/WWO2027443824.mp3"
"27097","The Andrew Klavan Show","2019-06-18","ep. 721 - harvard isn't harvard anymore","from the new york times to the ivy league, our elite institutions have been body-snatched. date: 6-18-2019 learn more about your ad choices. visit podcastchoices.com/adchoices","More Conservative","News","Apple Recommendation","https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/claritaspod.com/measure/arttrk.com/p/24FDE/verifi.podscribe.com/rss/p/pfx.vpixl.com/3Q5mz/mgln.ai/e/121/traffic.megaphone.fm/WWO8536205695.mp3"
